# BJD FLUX E_FLUX MAG E_MAG FLAG
8479.620317 1.003444 0.001662 -0.003733 0.001798 0
8479.641191 1.001632 0.001656 -0.001770 0.001795 0
8479.662004 1.005082 0.001656 -0.005504 0.001788 0
8479.682817 1.002060 0.001655 -0.002235 0.001793 0
8479.703691 1.001777 0.001654 -0.001928 0.001793 0
8479.724504 1.000559 0.001651 -0.000607 0.001792 0
8479.745317 0.994376 0.001649 0.006123 0.001801 0
8479.766191 0.986020 0.001644 0.015285 0.001810 0
8479.787004 0.979066 0.001642 0.022970 0.001821 0
8479.807817 0.977681 0.001639 0.024507 0.001820 0
8479.828691 0.968600 0.001639 0.034639 0.001838 0
8479.849504 0.965044 0.001632 0.038632 0.001837 0
8479.870317 0.956102 0.001629 0.048740 0.001849 0
8479.891191 0.954428 0.001625 0.050642 0.001849 0
8479.912004 0.848292 0.001571 0.178637 0.002011 0
8479.932817 0.675788 0.001478 0.425474 0.002375 0
8479.953691 0.738173 0.001513 0.329605 0.002225 0
8479.974504 0.913719 0.001606 0.097968 0.001908 0
8479.995317 0.957718 0.001626 0.046906 0.001844 0
8480.016191 0.965395 0.001630 0.038237 0.001833 0
8480.037004 0.970377 0.001631 0.032649 0.001825 0
8480.057817 0.975745 0.001635 0.026660 0.001819 0
8480.078691 0.985549 0.001639 0.015805 0.001805 0
8480.099504 0.982351 0.001638 0.019333 0.001810 0
8480.120317 0.987827 0.001641 0.013298 0.001804 0
8480.141191 0.990991 0.001641 0.009826 0.001798 0
8480.162004 0.998071 0.001644 0.002096 0.001788 0
8480.182817 0.998499 0.001644 0.001631 0.001788 0
8480.203691 0.999626 0.001643 0.000407 0.001785 0
8480.224504 1.003417 0.001648 -0.003704 0.001783 0
8480.245317 0.999997 0.001644 0.000004 0.001785 0
8480.266130 0.997669 0.001643 0.002534 0.001788 0
8480.286943 0.996734 0.001642 0.003552 0.001789 0
8480.307817 0.998718 0.001642 0.001393 0.001785 0
8480.328630 0.984668 0.001637 0.016775 0.001805 0
8480.349443 0.884295 0.001583 0.133507 0.001944 0
8480.370317 0.819093 0.001550 0.216667 0.002055 0
8480.391130 0.903762 0.001594 0.109865 0.001914 0
8480.411943 0.992134 0.001637 0.008575 0.001791 0
8480.432817 0.998147 0.001641 0.002014 0.001785 0
8480.453630 1.001383 0.001641 -0.001501 0.001779 0
8480.474443 0.999787 0.001642 0.000231 0.001783 0
8480.495317 1.002265 0.001642 -0.002457 0.001779 0
8480.516130 1.001701 0.001642 -0.001845 0.001780 0
8480.536943 1.002891 0.001640 -0.003134 0.001776 0
8480.557817 0.995993 0.001638 0.004360 0.001785 0
8480.578630 0.994484 0.001636 0.006006 0.001787 0
8480.599443 0.993423 0.001636 0.007164 0.001788 0
8480.620317 0.990117 0.001634 0.010783 0.001792 0
8480.641130 0.982815 0.001631 0.018821 0.001802 0
8480.661943 0.976304 0.001625 0.026038 0.001807 0
8480.682817 0.972246 0.001625 0.030559 0.001815 0
8480.703630 0.964536 0.001618 0.039204 0.001821 0
8480.724443 0.957262 0.001616 0.047423 0.001833 0
8480.745317 0.952806 0.001613 0.052488 0.001838 0
8480.766130 0.888323 0.001580 0.128573 0.001931 0
8480.786943 0.703133 0.001482 0.382407 0.002289 0
8480.807817 0.704286 0.001483 0.380627 0.002286 0
8480.828630 0.883942 0.001577 0.133940 0.001937 0
8480.849443 0.953335 0.001613 0.051886 0.001837 0
8480.870317 0.959119 0.001617 0.045318 0.001830 0
8480.891130 0.968549 0.001619 0.034696 0.001815 0
8480.911943 0.998340 0.001633 0.001804 0.001776 1
8480.932817 0.990519 0.001634 0.010343 0.001791 1
8480.953630 0.988484 0.001629 0.012575 0.001790 0
8480.974443 0.990748 0.001630 0.010092 0.001787 0
8480.995317 0.994568 0.001631 0.005914 0.001781 0
8481.016130 0.995659 0.001634 0.004724 0.001782 0
8481.036943 0.996656 0.001631 0.003637 0.001777 0
8481.057817 0.994868 0.001631 0.005587 0.001780 0
8481.078631 1.005325 0.001635 -0.005766 0.001766 0
8481.099444 0.996630 0.001632 0.003665 0.001778 0
8481.120318 1.002829 0.001634 -0.003068 0.001769 0
8481.141131 1.000307 0.001633 -0.000333 0.001773 0
8481.161944 0.996174 0.001632 0.004162 0.001778 0
8481.182818 0.989724 0.001629 0.011214 0.001787 0
8481.203631 0.907627 0.001586 0.105231 0.001898 0
8481.224444 0.818821 0.001542 0.217027 0.002044 0
8481.245318 0.874453 0.001569 0.145658 0.001948 0
8481.266131 0.980357 0.001622 0.021539 0.001796 0
8481.286944 0.836019 0.001562 0.194460 0.002028 1
8481.307818 1.024956 0.001646 -0.026763 0.001744 1
8481.328631 1.002400 0.001636 -0.002602 0.001772 0
8481.349444 1.001782 0.001634 -0.001934 0.001771 0
8481.370318 1.000460 0.001634 -0.000500 0.001774 0
8481.391131 1.000599 0.001634 -0.000650 0.001773 0
8481.411944 1.001713 0.001636 -0.001858 0.001773 0
8481.432818 0.996588 0.001633 0.003711 0.001779 0
8481.453631 0.990626 0.001629 0.010225 0.001786 0
8481.474444 0.985133 0.001627 0.016263 0.001793 0
8481.495318 0.983375 0.001626 0.018202 0.001795 0
8481.516131 0.975726 0.001622 0.026681 0.001804 0
8481.536944 0.971105 0.001620 0.031835 0.001811 0
8481.557818 0.966501 0.001616 0.036995 0.001815 0
8481.578631 0.957361 0.001611 0.047311 0.001827 0
8481.599444 0.953340 0.001610 0.051881 0.001833 0
8481.620318 0.917421 0.001591 0.093579 0.001883 0
8481.641131 0.737757 0.001498 0.330217 0.002204 0
8481.661944 0.676181 0.001465 0.424843 0.002352 0
8481.682818 0.844266 0.001554 0.183802 0.001998 0
8481.703631 0.949981 0.001608 0.055712 0.001838 0
8481.724444 0.958263 0.001611 0.046288 0.001825 0
8481.745319 0.963656 0.001613 0.040195 0.001817 0
8481.766132 0.967289 0.001616 0.036109 0.001814 0
8481.786945 0.975098 0.001620 0.027379 0.001804 0
8481.807819 0.980556 0.001622 0.021319 0.001796 0
8481.828632 0.985318 0.001625 0.016059 0.001790 0
8481.849445 0.992944 0.001629 0.007688 0.001781 0
8481.870319 0.994058 0.001629 0.006470 0.001779 0
8481.891132 0.996440 0.001629 0.003872 0.001775 0
8481.911945 0.996829 0.001629 0.003449 0.001775 0
8481.932819 0.998142 0.001631 0.002019 0.001774 0
8481.953632 0.994253 0.001633 0.006258 0.001783 0
8481.974445 0.999751 0.001630 0.000271 0.001770 0
8481.995319 0.999512 0.001630 0.000530 0.001770 0
8482.016132 0.999068 0.001631 0.001012 0.001772 0
8482.036945 0.997647 0.001630 0.002557 0.001774 0
8482.057819 0.937669 0.001599 0.069876 0.001851 0
8482.078632 0.829764 0.001546 0.202613 0.002023 0
8482.099445 0.864390 0.001562 0.158226 0.001961 0
8482.120319 0.966060 0.001613 0.037489 0.001813 0
8482.141132 0.994667 0.001629 0.005806 0.001778 0
8482.161945 0.998062 0.001631 0.002106 0.001774 0
8482.182819 0.998679 0.001629 0.001435 0.001771 0
8482.203632 0.999429 0.001629 0.000620 0.001770 0
8482.224445 1.005137 0.001632 -0.005563 0.001763 0
8482.245319 0.999894 0.001631 0.000115 0.001771 0
8482.266133 1.002378 0.001631 -0.002578 0.001767 0
8482.286946 1.001622 0.001631 -0.001759 0.001768 0
8482.307820 1.008647 0.001634 -0.009348 0.001759 0
8482.328633 0.999844 0.001630 0.000169 0.001770 0
8482.349446 0.986248 0.001623 0.015034 0.001786 0
8482.370320 0.979948 0.001619 0.021992 0.001794 0
8482.391133 0.973656 0.001618 0.028987 0.001804 0
8482.411946 0.965737 0.001612 0.037853 0.001812 0
8482.432820 0.959229 0.001611 0.045194 0.001823 0
8482.453633 0.958002 0.001608 0.046583 0.001822 0
8482.474446 0.936032 0.001597 0.071773 0.001852 0
8482.495320 0.784604 0.001520 0.263374 0.002103 0
8482.516133 0.666329 0.001455 0.440778 0.002371 0
8482.536946 0.796889 0.001526 0.246505 0.002079 0
8482.557820 0.940980 0.001600 0.066049 0.001846 0
8482.578633 0.955896 0.001613 0.048973 0.001832 0
8482.599446 0.967443 0.001613 0.035937 0.001810 0
8482.620320 0.972881 0.001617 0.029850 0.001805 0
8482.641133 0.978940 0.001621 0.023109 0.001797 0
8482.661946 0.982657 0.001620 0.018995 0.001790 0
8482.682821 0.988595 0.001624 0.012454 0.001783 0
8482.703634 0.992938 0.001627 0.007694 0.001779 0
8482.724447 0.994461 0.001628 0.006030 0.001777 0
8482.745321 0.994714 0.001627 0.005755 0.001776 0
8482.766134 0.998022 0.001629 0.002149 0.001772 0
8482.786947 0.998208 0.001629 0.001948 0.001772 0
8482.807760 1.000945 0.001629 -0.001026 0.001767 0
8482.828573 1.001113 0.001629 -0.001207 0.001766 0
8482.849447 0.999184 0.001628 0.000887 0.001769 0
8482.870260 0.998097 0.001628 0.002068 0.001771 0
8482.891073 0.995245 0.001628 0.005174 0.001776 0
8482.911947 0.962754 0.001611 0.041212 0.001817 0
8482.932760 0.851294 0.001555 0.174801 0.001983 0
8482.953573 0.831615 0.001545 0.200194 0.002017 0
8482.974447 0.942929 0.001603 0.063802 0.001845 0
8482.995260 0.996355 0.001627 0.003965 0.001773 0
8483.016073 0.998876 0.001628 0.001221 0.001769 0
8483.036947 1.003110 0.001630 -0.003371 0.001764 0
8483.057760 1.000651 0.001636 -0.000707 0.001775 0
8483.078573 1.005317 0.001631 -0.005758 0.001761 0
8483.099447 1.005113 0.001631 -0.005538 0.001761 0
8483.120260 0.998723 0.001628 0.001387 0.001770 0
8483.141074 0.998637 0.001627 0.001480 0.001769 0
8483.161948 0.995190 0.001626 0.005235 0.001773 0
8483.182761 0.993517 0.001625 0.007062 0.001776 0
8483.203574 0.991327 0.001625 0.009458 0.001780 0
8483.224448 0.985950 0.001620 0.015363 0.001784 0
8483.245261 0.980028 0.001616 0.021904 0.001791 0
8483.266074 0.973875 0.001614 0.028742 0.001800 0
8483.286948 0.962309 0.001608 0.041713 0.001814 0
8483.307761 0.953249 0.001604 0.051984 0.001827 0
8483.328574 0.950804 0.001602 0.054772 0.001830 0
8483.349448 0.833879 0.001544 0.197242 0.002011 0
8483.370261 0.673332 0.001458 0.429427 0.002351 0
8483.391074 0.752982 0.001505 0.308039 0.002170 0
8483.411949 0.925344 0.001593 0.084241 0.001869 0
8483.432762 0.957261 0.001604 0.047424 0.001819 0
8483.453575 0.963144 0.001608 0.040772 0.001812 0
8483.474449 0.966418 0.001611 0.037087 0.001810 0
8483.495262 0.976538 0.001615 0.025777 0.001796 0
8483.516075 0.984423 0.001618 0.017046 0.001784 0
8483.536949 0.988665 0.001622 0.012378 0.001781 0
8483.557762 0.992524 0.001622 0.008147 0.001775 0
8483.578575 0.996755 0.001623 0.003529 0.001768 0
8483.599449 0.997755 0.001623 0.002440 0.001767 0
8483.620262 0.993083 0.001622 0.007536 0.001773 0
8483.641075 0.998056 0.001625 0.002112 0.001767 0
8483.661949 0.998018 0.001625 0.002155 0.001768 0
8483.682762 0.999267 0.001625 0.000796 0.001766 0
8483.703575 1.002620 0.001627 -0.002841 0.001762 0
8483.724449 1.000701 0.001625 -0.000761 0.001763 0
8483.745262 0.996907 0.001624 0.003364 0.001768 0
8483.766075 0.981515 0.001619 0.020258 0.001790 0
8483.786950 0.869302 0.001562 0.152073 0.001951 0
8483.807763 0.823798 0.001538 0.210448 0.002026 0
8483.828576 0.914901 0.001583 0.096565 0.001878 0
8483.849450 0.994973 0.001622 0.005472 0.001770 0
8483.870263 1.002236 0.001626 -0.002425 0.001761 0
8483.891076 0.998669 0.001625 0.001446 0.001767 0
8483.911950 1.003633 0.001627 -0.003937 0.001760 0
8483.932763 1.002410 0.001625 -0.002614 0.001760 0
8483.953576 1.004813 0.001627 -0.005213 0.001758 0
8483.974450 1.005186 0.001627 -0.005616 0.001758 0
8483.995263 1.002373 0.001626 -0.002573 0.001762 0
8484.016076 0.999273 0.001624 0.000790 0.001764 0
8484.036950 0.995364 0.001622 0.005045 0.001769 0
8484.057763 0.991749 0.001621 0.008995 0.001774 0
8484.078576 0.981681 0.001616 0.020074 0.001788 0
8484.099451 0.980425 0.001615 0.021464 0.001788 0
8484.120264 0.972572 0.001612 0.030196 0.001800 0
8484.141077 0.965861 0.001609 0.037714 0.001808 0
8484.161951 0.955770 0.001605 0.049116 0.001823 0
8484.182764 0.954436 0.001602 0.050633 0.001822 0
8484.203577 0.879120 0.001564 0.139879 0.001931 0
8484.224451 0.692855 0.001467 0.398394 0.002299 0
8484.245264 0.715484 0.001479 0.363500 0.002245 0
8484.266077 0.895772 0.001573 0.119506 0.001907 0
8484.286951 0.957958 0.001605 0.046633 0.001819 0
8484.307764 0.962219 0.001609 0.041816 0.001816 0
8484.328578 0.968251 0.001610 0.035030 0.001805 0
8484.349452 0.973747 0.001612 0.028884 0.001797 0
8484.370265 0.978074 0.001614 0.024071 0.001792 0
8484.391078 0.987431 0.001619 0.013733 0.001780 0
8484.411952 0.843211 0.001553 0.185159 0.002000 1
8484.432765 0.995456 0.001625 0.004945 0.001772 0
8484.453578 0.999111 0.001626 0.000965 0.001767 0
8484.474452 0.999570 0.001628 0.000467 0.001768 0
8484.495265 0.996014 0.001625 0.004337 0.001771 0
8484.516078 0.996800 0.001629 0.003480 0.001774 0
8484.536952 0.998387 0.001628 0.001752 0.001770 0
8484.557765 1.001836 0.001629 -0.001992 0.001765 0
8484.578579 0.999381 0.001627 0.000672 0.001767 0
8484.599453 1.002545 0.001628 -0.002760 0.001763 0
8484.620266 0.992873 0.001623 0.007766 0.001775 0
8484.641079 0.901503 0.001578 0.112582 0.001900 0
8484.661953 0.822232 0.001537 0.212513 0.002030 0
8484.682766 0.885329 0.001570 0.132238 0.001925 0
8484.703579 0.986333 0.001619 0.014941 0.001783 0
8484.724392 0.993727 0.001624 0.006832 0.001774 0
8484.745205 1.000264 0.001628 -0.000286 0.001767 0
8484.766079 1.005061 0.001629 -0.005481 0.001760 0
8484.786892 1.002455 0.001630 -0.002662 0.001766 0
8484.807705 1.002836 0.001628 -0.003075 0.001763 0
8484.828579 0.999622 0.001626 0.000410 0.001766 0
8484.849392 1.000454 0.001627 -0.000493 0.001766 0
8484.870205 0.997446 0.001625 0.002776 0.001769 0
8484.891079 0.996983 0.001624 0.003281 0.001769 0
8484.911893 0.989176 0.001623 0.011816 0.001781 0
8484.932706 0.984511 0.001622 0.016949 0.001789 0
8484.953580 0.981097 0.001617 0.020720 0.001789 0
8484.974393 0.971638 0.001613 0.031238 0.001802 0
8484.995206 0.965527 0.001610 0.038089 0.001811 0
8485.016080 0.959354 0.001608 0.045052 0.001820 0
8485.036893 0.954034 0.001603 0.051090 0.001825 0
8485.057706 0.912264 0.001583 0.099698 0.001884 0
8485.078580 0.728222 0.001487 0.344341 0.002217 0
8485.099393 0.686180 0.001464 0.408905 0.002317 0
8485.120206 0.861203 0.001556 0.162236 0.001961 0
8485.141081 0.955746 0.001605 0.049144 0.001823 0
8485.161894 0.963851 0.001607 0.039975 0.001810 0
8485.182707 0.966422 0.001610 0.037083 0.001809 0
8485.203581 0.975068 0.001613 0.027413 0.001796 0
8485.224394 0.974486 0.001614 0.028061 0.001798 0
8485.245207 0.982779 0.001618 0.018860 0.001787 0
8485.266081 0.987125 0.001620 0.014069 0.001782 0
8485.286894 0.990143 0.001621 0.010755 0.001778 0
8485.307707 0.994222 0.001625 0.006291 0.001775 0
8485.328582 0.999099 0.001624 0.000978 0.001765 0
8485.349395 0.997730 0.001626 0.002468 0.001769 0
8485.370208 1.004004 0.001626 -0.004339 0.001759 0
8485.391082 0.999362 0.001626 0.000693 0.001767 0
8485.411895 0.999734 0.001625 0.000289 0.001765 0
8485.432708 1.000421 0.001626 -0.000456 0.001765 0
8485.453582 0.997228 0.001624 0.003014 0.001768 0
8485.474395 0.997573 0.001626 0.002639 0.001769 0
8485.495208 0.930016 0.001592 0.078774 0.001858 0
8485.516082 0.832622 0.001540 0.198880 0.002008 0
8485.536896 0.857554 0.001555 0.166846 0.001968 0
8485.557709 0.970166 0.001609 0.032885 0.001801 0
8485.578583 0.995889 0.001624 0.004473 0.001770 0
8485.599396 0.997585 0.001625 0.002625 0.001768 0
8485.620209 0.998383 0.001625 0.001757 0.001767 0
8485.641083 1.001320 0.001626 -0.001433 0.001764 0
8485.661896 1.001050 0.001626 -0.001140 0.001764 0
8485.682709 1.003080 0.001628 -0.003339 0.001762 0
8485.703583 0.999589 0.001626 0.000446 0.001766 0
8485.724396 0.997733 0.001625 0.002464 0.001769 0
8485.745209 0.993722 0.001622 0.006837 0.001772 0
8485.766083 0.990602 0.001621 0.010252 0.001776 0
8485.786896 0.984860 0.001618 0.016564 0.001783 0
8485.807710 0.980009 0.001615 0.021925 0.001789 0
8485.828584 0.973497 0.001612 0.029164 0.001798 0
8485.849397 0.970531 0.001610 0.032476 0.001801 0
8485.870210 0.959967 0.001606 0.044359 0.001816 0
8485.891084 0.951356 0.001602 0.054142 0.001828 0
8485.911897 0.928318 0.001594 0.080758 0.001864 0
8485.932710 0.769686 0.001510 0.284217 0.002130 0
8485.953584 0.665499 0.001452 0.442131 0.002368 0
8485.974397 0.816499 0.001532 0.220111 0.002037 0
8485.995210 0.948145 0.001600 0.057813 0.001832 0
8486.016084 0.958684 0.001605 0.045812 0.001818 0
8486.036898 0.964680 0.001607 0.039042 0.001808 0
8486.057711 0.971527 0.001611 0.031363 0.001800 0
8486.078585 0.979700 0.001614 0.022267 0.001788 0
8486.099398 0.981553 0.001616 0.020216 0.001787 0
8486.120211 0.988580 0.001619 0.012470 0.001778 0
8486.141085 0.989121 0.001619 0.011876 0.001777 0
8486.161898 0.996746 0.001624 0.003539 0.001769 0
8486.182711 0.999453 0.001623 0.000594 0.001763 0
8486.203586 0.997447 0.001622 0.002775 0.001766 0
8486.224399 1.000547 0.001624 -0.000594 0.001763 0
8486.245212 0.999330 0.001624 0.000728 0.001765 0
8486.266086 1.002025 0.001626 -0.002196 0.001761 0
8486.286899 0.998282 0.001622 0.001867 0.001764 0
8486.307712 0.999620 0.001623 0.000413 0.001763 0
8486.328525 0.996096 0.001623 0.004247 0.001769 0
8486.349338 0.954434 0.001600 0.050636 0.001820 0
8486.370213 0.840630 0.001543 0.188488 0.001993 0
8486.391026 0.831108 0.001538 0.200856 0.002009 0
8486.411839 0.947900 0.001596 0.058094 0.001828 0
8486.432713 0.997083 0.001621 0.003171 0.001765 0
8486.453526 0.993818 0.001621 0.006733 0.001771 0
8486.474339 0.994873 0.001620 0.005580 0.001768 0
8486.495213 1.001102 0.001622 -0.001196 0.001759 0
8486.516026 0.999694 0.001622 0.000332 0.001762 0
8486.536839 1.000300 0.001622 -0.000326 0.001760 0
8486.557713 1.000848 0.001627 -0.000920 0.001765 0
8486.578527 0.998122 0.001619 0.002041 0.001762 0
8486.599340 0.998732 0.001621 0.001377 0.001763 0
8486.620214 0.992376 0.001617 0.008310 0.001769 0
8486.641027 0.987708 0.001614 0.013429 0.001774 0
8486.661840 0.977641 0.001612 0.024552 0.001790 0
8486.682714 0.973291 0.001608 0.029393 0.001794 0
8486.703527 0.971861 0.001606 0.030990 0.001794 0
8486.724340 0.958879 0.001600 0.045591 0.001812 0
8486.745214 0.957661 0.001599 0.046971 0.001813 0
8486.766027 0.947022 0.001596 0.059100 0.001830 0
8486.786840 0.819927 0.001530 0.215562 0.002026 0
8486.807715 0.669116 0.001451 0.436246 0.002354 0
8486.828528 0.766352 0.001502 0.288929 0.002128 0
8486.849341 0.932343 0.001590 0.076060 0.001852 0
8486.870215 0.956296 0.001598 0.048519 0.001815 0
8486.891028 0.962674 0.001603 0.041302 0.001807 0
8486.911841 0.975443 0.001607 0.026996 0.001789 0
8486.932715 0.977596 0.001608 0.024601 0.001786 0
8486.953528 0.978244 0.001609 0.023882 0.001786 0
8486.974341 0.987235 0.001612 0.013949 0.001773 0
8486.995216 0.987515 0.001614 0.013641 0.001774 0
8487.016029 0.989026 0.001614 0.011981 0.001772 0
8487.036842 0.997009 0.001618 0.003253 0.001761 0
8487.057716 0.998036 0.001617 0.002134 0.001760 0
8487.078529 1.000182 0.001619 -0.000198 0.001757 0
8487.099342 0.996608 0.001618 0.003689 0.001762 0
8487.120216 0.998848 0.001618 0.001251 0.001759 0
8487.141029 1.000445 0.001619 -0.000483 0.001757 0
8487.161843 1.000083 0.001619 -0.000090 0.001758 0
8487.182717 0.996236 0.001617 0.004095 0.001762 0
8487.203530 0.975999 0.001607 0.026377 0.001788 0
8487.224343 0.863782 0.001551 0.158990 0.001949 0
8487.245217 0.834555 0.001535 0.196363 0.001997 0
8487.266030 0.925634 0.001582 0.083902 0.001855 0
8487.286843 0.996640 0.001617 0.003654 0.001761 0
8487.307718 1.000074 0.001618 -0.000081 0.001756 0
8487.328531 1.006163 0.001624 -0.006671 0.001753 0
8487.349344 1.008663 0.001623 -0.009365 0.001747 0
8487.370218 1.002434 0.001620 -0.002639 0.001755 0
8487.391031 1.003309 0.001619 -0.003587 0.001752 0
8487.411844 1.002449 0.001622 -0.002656 0.001756 0
8487.432718 1.002651 0.001619 -0.002875 0.001753 0
8487.453532 0.994359 0.001617 0.006142 0.001766 0
8487.474345 0.993907 0.001615 0.006636 0.001764 0
8487.495219 0.989369 0.001612 0.011604 0.001769 0
8487.516032 0.981660 0.001609 0.020097 0.001780 0
8487.536845 0.829030 0.001541 0.203575 0.002018 1
8487.557719 0.968538 0.001605 0.034708 0.001800 0
8487.578532 0.963606 0.001602 0.040251 0.001805 0
8487.599345 0.956579 0.001599 0.048198 0.001814 0
8487.620219 0.950495 0.001596 0.055125 0.001823 0
8487.641033 0.863747 0.001552 0.159034 0.001951 0
8487.661846 0.685456 0.001460 0.410051 0.002312 0
8487.682720 0.724788 0.001481 0.349473 0.002218 0
8487.703533 0.906199 0.001574 0.106941 0.001885 0
8487.724346 0.950599 0.001597 0.055006 0.001824 0
8487.745159 0.957204 0.001600 0.047489 0.001815 0
8487.765972 0.966443 0.001604 0.037059 0.001802 0
8487.786846 0.974423 0.001606 0.028131 0.001790 0
8487.807659 0.978034 0.001610 0.024116 0.001787 0
8487.828473 0.983496 0.001612 0.018068 0.001780 0
8487.849347 0.985361 0.001613 0.016011 0.001777 0
8487.870160 0.987093 0.001614 0.014105 0.001776 0
8487.890973 0.992304 0.001616 0.008389 0.001768 0
8487.911847 0.996731 0.001617 0.003555 0.001762 0
8487.932660 0.998769 0.001619 0.001338 0.001760 0
8487.953473 1.002677 0.001621 -0.002903 0.001755 0
8487.974347 0.995876 0.001619 0.004487 0.001765 0
8487.995161 1.001804 0.001619 -0.001957 0.001755 0
8488.015974 0.994603 0.001618 0.005876 0.001766 0
8488.036848 1.049672 0.001645 -0.052634 0.001701 1
8488.057661 1.000829 0.001620 -0.000899 0.001757 0
8488.078474 0.901328 0.001571 0.112793 0.001892 0
8488.099348 0.827076 0.001533 0.206137 0.002013 0
8488.120161 0.894357 0.001570 0.121223 0.001906 0
8488.140975 0.989948 0.001614 0.010969 0.001770 0
8488.161849 0.992962 0.001616 0.007669 0.001767 0
8488.182662 0.997353 0.001619 0.002878 0.001763 0
8488.203475 0.999963 0.001620 0.000040 0.001759 0
8488.224349 0.997800 0.001618 0.002391 0.001761 0
8488.245162 1.000785 0.001621 -0.000851 0.001759 0
8488.265976 1.000859 0.001620 -0.000932 0.001757 0
8488.286850 1.003021 0.001620 -0.003275 0.001754 0
8488.307663 0.995468 0.001617 0.004932 0.001764 0
8488.328476 0.990981 0.001617 0.009837 0.001771 0
8488.349350 0.986008 0.001613 0.015299 0.001777 0
8488.370163 0.978229 0.001610 0.023898 0.001787 0
8488.390976 0.978361 0.001610 0.023752 0.001787 0
8488.411851 0.971154 0.001605 0.031779 0.001795 0
8488.432664 0.961021 0.001600 0.043167 0.001807 0
8488.453477 0.952978 0.001596 0.052292 0.001819 0
8488.474351 0.945804 0.001593 0.060497 0.001829 0
8488.495164 0.896275 0.001571 0.118897 0.001904 0
8488.515977 0.710905 0.001473 0.370471 0.002250 0
8488.536851 0.689245 0.001461 0.404066 0.002301 0
8488.557665 0.866177 0.001553 0.155984 0.001947 0
8488.578478 0.951112 0.001595 0.054421 0.001820 0
8488.599352 0.955822 0.001598 0.049057 0.001815 0
8488.620165 0.962457 0.001601 0.041546 0.001806 0
8488.640978 0.969235 0.001603 0.033928 0.001796 0
8488.661852 0.977456 0.001608 0.024757 0.001786 0
8488.682665 0.979795 0.001609 0.022162 0.001783 0
8488.703478 0.986999 0.001613 0.014208 0.001774 0
8488.724353 0.987359 0.001611 0.013812 0.001772 0
8488.745166 0.990237 0.001614 0.010652 0.001770 0
8488.765979 0.995229 0.001617 0.005193 0.001764 0
8488.786853 0.992834 0.001617 0.007809 0.001768 0
8488.807666 0.994593 0.001617 0.005886 0.001765 0
8488.828479 0.995897 0.001615 0.004464 0.001761 0
8488.849353 0.997147 0.001616 0.003102 0.001760 0
8488.870167 0.998214 0.001617 0.001941 0.001759 0
8488.890980 0.996878 0.001617 0.003395 0.001762 0
8488.911854 0.995309 0.001616 0.005106 0.001763 0
8488.932667 0.918398 0.001577 0.092423 0.001865 0
8488.953480 0.821827 0.001528 0.213049 0.002019 0
8488.974293 0.866655 0.001550 0.155384 0.001942 0
8488.995106 0.975595 0.001606 0.026827 0.001787 0
8489.015981 0.996728 0.001616 0.003559 0.001760 0
8489.036794 0.999508 0.001617 0.000535 0.001756 0
8489.057607 1.000603 0.001616 -0.000655 0.001754 0
8489.078481 0.999199 0.001616 0.000870 0.001756 0
8489.099294 0.998594 0.001616 0.001527 0.001757 0
8489.120107 0.998943 0.001617 0.001149 0.001758 0
8489.140982 0.998189 0.001615 0.001968 0.001757 0
8489.161795 0.992801 0.001614 0.007844 0.001765 0
8489.182608 0.991965 0.001611 0.008759 0.001763 0
8489.203482 0.989429 0.001611 0.011538 0.001768 0
8489.224295 0.981114 0.001605 0.020701 0.001777 0
8489.245108 0.977430 0.001605 0.024786 0.001783 0
8489.265983 0.970435 0.001600 0.032584 0.001791 0
8489.286796 0.967206 0.001600 0.036202 0.001796 0
8489.307609 0.961451 0.001599 0.042682 0.001806 0
8489.328483 0.950173 0.001593 0.055493 0.001820 0
8489.349296 0.924497 0.001578 0.085236 0.001853 0
8489.370110 0.755395 0.001493 0.304565 0.002145 0
8489.390984 0.671099 0.001450 0.433034 0.002346 0
8489.411797 0.824591 0.001529 0.209403 0.002013 0
8489.432610 0.946597 0.001591 0.059587 0.001825 0
8489.453484 0.957620 0.001596 0.047017 0.001810 0
8489.474297 0.965557 0.001599 0.038055 0.001798 0
8489.495111 0.971371 0.001602 0.031538 0.001790 0
8489.515985 0.975717 0.001604 0.026691 0.001785 0
8489.536798 0.981867 0.001605 0.019868 0.001775 0
8489.557611 0.984192 0.001608 0.017300 0.001774 0
8489.578485 0.999294 0.001614 0.000767 0.001754 0
8489.599298 0.996362 0.001613 0.003958 0.001758 0
8489.620111 0.998186 0.001614 0.001971 0.001756 0
8489.640986 0.999882 0.001614 0.000128 0.001753 0
8489.661799 0.999748 0.001616 0.000273 0.001755 0
8489.682612 0.995543 0.001614 0.004850 0.001760 0
8489.703486 1.000503 0.001619 -0.000546 0.001757 0
8489.724299 1.000400 0.001617 -0.000434 0.001755 0
8489.745112 1.002367 0.001618 -0.002567 0.001752 0
8489.765987 1.001019 0.001614 -0.001106 0.001751 0
8489.786800 0.948668 0.001590 0.057215 0.001820 0
8489.807613 0.835733 0.001535 0.194832 0.001994 0
8489.828487 0.843822 0.001538 0.184372 0.001979 0
8489.849300 0.955279 0.001592 0.049675 0.001810 0
8489.870113 1.001311 0.001614 -0.001423 0.001750 0
8489.890987 0.998348 0.001615 0.001795 0.001756 0
8489.911801 0.999863 0.001616 0.000149 0.001755 0
8489.932614 1.002949 0.001620 -0.003197 0.001754 0
